schema_version,dataset_revision,corpus_archive_sha256,doc_id,archive_path,filename,raw_sha256,normalized_sha256,raw_bytes,normalized_chars,encoding,cleaning_version,removed_payload_count,status
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716377.txt,corpus/ibm10716377.txt,ibm10716377.txt,94833407e46290bc733c229a465f9ccf0b591d2884c49281064030c9c1dcee2b,f25485a7f1b8983875a53be6e138c8d44e3bb0bfe84ea0989e55d4a863c7f181,5937,5915,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716463.txt,corpus/ibm10716463.txt,ibm10716463.txt,523715fed676b5bf773e1d22d2d0a9e5c16c761f2d1a7c06e1d4af3921427485,d92a674f2f7f2a07cbdfd01258a5dcc85bd18492a64db96123c0ca9755a3a556,2735,2649,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716573.txt,corpus/ibm10716573.txt,ibm10716573.txt,1270b02342e912cbffecc7d9c0ca8bef868acfd12131241f030adb2de9f892e8,000d70e941380e70d6404282abdbee81e75aaa72171f23dd4b24c7ee87d53087,5119,5101,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716655.txt,corpus/ibm10716655.txt,ibm10716655.txt,6de55156fba3904ad63a68039434ffb773ff43c1f3a94f13d973b131fa877126,4501c365b135fd7f10e2e66c1ac2390479628beb10862c55528293510b8857c5,3508,3325,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716661.txt,corpus/ibm10716661.txt,ibm10716661.txt,df59cb97b861018aea8599c7aa7c9855f97598ce9b9889611b5dfb034194b903,50aefe4a38cb72c16e95ae2473ca2ebcc18131f8eb3952204151bc0ea49cf8cb,2412,2394,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716669.txt,corpus/ibm10716669.txt,ibm10716669.txt,9ec9c692f67040d3c8ff432349d9c595d696b0a97add1d5f598334ad52782d01,65836423259718010d493cf3e219340c0ef7e3bf17e73e433d2f327e88fdac28,7694,7547,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716807.txt,corpus/ibm10716807.txt,ibm10716807.txt,a58fd3f33afbbd4a481eb99d44107f43f1b2a1e4e93985783bab2b23fa1ae0b7,490ee61b61d6df4fbfb88438ee2ce421c7caea9371b73f3b5391a2d583c774e4,3800,3777,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10716829.txt,corpus/ibm10716829.txt,ibm10716829.txt,865f5dc298e13d6517076391f436772aa758b9f9549f8b3e0e799cd929d816e9,452b68670c0552d66d5a63913d5525b16418d7e0dbec813a8b9312fa524f0232,2400,2385,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717023.txt,corpus/ibm10717023.txt,ibm10717023.txt,c74ce2a95b8b003438bc7197c7c8197fa01d467eaefabe078296da0c57df07e1,ad479c050c74ee84e09bb27401be3f1e8e87f6bd533d51c50ec4102a5b53d3b9,2942,2918,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717031.txt,corpus/ibm10717031.txt,ibm10717031.txt,38ad6383de939a74abdc2429353514155b7b36898639d4b1f467acbcebef1557,71b0ed229a993a07a47d7c88fd376f7a4bd7d9152f180bcdadff65f93973fcc3,3594,3568,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717197.txt,corpus/ibm10717197.txt,ibm10717197.txt,7443e21c22bc748c209051837376199252c4f97e1c48f252b83bd02ba037c939,916fa715f657ae425a9004d090151a90e78ef437568c65588d51322605e9d668,2052,2042,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717315.txt,corpus/ibm10717315.txt,ibm10717315.txt,944cf3cd0699c27e3e4de13b527fb7366f7de3298808034bc8e67a4a1a80de63,bc53448ba45c200265db8dcc132f64f7688c6d12c0c2b98edd5b8b3b06b9ce82,3259,3181,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717319.txt,corpus/ibm10717319.txt,ibm10717319.txt,dba0923c7982808f757c4d68d9efffc7828f8d2096ca8ec9b55b4500055c6070,a3ca2a7e9680cf3c6018b79e1e21f290a551b918c59baa8e362c781665039074,4335,4318,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717327.txt,corpus/ibm10717327.txt,ibm10717327.txt,a3211317a2e518a7bff9a3534cfec53380d885e98f4db24549e01bce6b76842a,dd6ae9b9f67298c7b49cee6e302a98d7cf72b7bb9062467dbf1590f1e17b0873,5250,5232,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717329.txt,corpus/ibm10717329.txt,ibm10717329.txt,71442811baa371ae4ce0ac51b59df4bae863156814e09a06098df3c9ee7f4818,cf1e8b6d8791b65bd93c0735f9d98898b48cac744103aea7a4d549a59d41d4b5,4406,4389,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717335.txt,corpus/ibm10717335.txt,ibm10717335.txt,9df2bc9c94d1a1e4b659322766d45702bdf42e38479dd7ca9d656823130dc044,63f3e2f9f447004c6e93fbec7006d5ad26c0b0bb29df2803389c99811f0a066b,4347,4329,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717337.txt,corpus/ibm10717337.txt,ibm10717337.txt,02022abc2c554d140242fde95428fdbbc3e93cf68dcd2e420653ecb9ab89d863,e30d77a8b799171ab2d84e14b5ff4124cf3855348a5f77b3d46daca7ce3880d4,3822,3805,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717345.txt,corpus/ibm10717345.txt,ibm10717345.txt,e463836148a132f7bc6a0e160e65c9a663ecaa96b3c7c9a3b08685a16e773e46,cd7f8581e47d1dc669a15a7a20256a1e2c09e4e8ca427fa3af78424cf446ce23,5114,5096,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717395.txt,corpus/ibm10717395.txt,ibm10717395.txt,28ad2a838654d625f3e72e04820a2f9d276042d288454565d6e549e24856b043,cb106464fed5226ad6b405214c18873c683ebbc19a540a37a37cb597ac0ea4fc,5534,5502,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717429.txt,corpus/ibm10717429.txt,ibm10717429.txt,a2eef20a10e9abad3959d18d7d8283432525aaeb8e2102b91b140ad4d607ca35,b04a1dba2fa7c6683c0820885f9d2bf259fcaee9e3d207b4bf11320c4c92540b,5850,5800,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717485.txt,corpus/ibm10717485.txt,ibm10717485.txt,5f8ddc3e3746a2efbb719b2fcf27a74a9518618db37e39c19ab06ed4ca0119fe,81c893c134925f2909a271c94f4261702ea01fd8b63f50574b7738ff90c8d17d,7383,7357,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717517.txt,corpus/ibm10717517.txt,ibm10717517.txt,5a50dd63b7c18dec87de71b6af4abdaf8186c00997f370d2e7543d0338292583,4a3b9d5df8600fc8fc267584e9a3b4253cec2d29a5bbfdd6f4406d40e1f1897e,2972,2942,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717551.txt,corpus/ibm10717551.txt,ibm10717551.txt,4ccc9190d01f7850f164498eaad11b801d8a1872c9f6a2aedcfdf1a73bbe9a72,1873b01d3431c76c0cde76fe258c03896ec9abaeb7ccb5c73323713af0d8016a,752,741,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717581.txt,corpus/ibm10717581.txt,ibm10717581.txt,9c71f588561e31f1427ddd3ae5d77ad9acf12ea0c8a11ee532a0c806f219fe07,bcdbfc224c043dd9a19ae88faefb78c6c8926a46e67fd15d9246112b41bdab94,6162,5919,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717723.txt,corpus/ibm10717723.txt,ibm10717723.txt,4b4c8e32238a3ccc6096edec96228bb8d166391642bbe713ddd7a63cb80bc277,51626595528b5666d24f4675ba8e881e1a630fb2812c7969d4540a4d7a469876,2755,2707,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717789.txt,corpus/ibm10717789.txt,ibm10717789.txt,25d02c3e4b85ee89b761b24e1a2e2c0236e6983407ecdb0a99fc510a276268cc,03bef286a73920d9aaf7938343e55eba2f25a0e252714135e06a7f6a7138218a,4136,4026,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717805.txt,corpus/ibm10717805.txt,ibm10717805.txt,12ee5ae3fc88a2b54c4a254a2608eaba71b243c5ad937ff1ef27368dc03ef7b0,e74c06920848943a0a436ebae6372b5409a6b843a2bd8cd723119f6182604c70,9465,9354,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717815.txt,corpus/ibm10717815.txt,ibm10717815.txt,eb08daeb0092f674cf99ab3ff90dd64570998e4b8d26ace4c7113aba080cf352,65751a00ef43d513f0b022830c7535533a548960a269091c8371da4384eb2d2c,3255,3145,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717885.txt,corpus/ibm10717885.txt,ibm10717885.txt,387526baea180c79b7e416f6738606c313e82ccb9c001aabd11cb561017270e8,bbb9614dc5e32d4f6864689cd0d770013f27d6cc33470d88a33c22cbff6bcdf1,1630,1476,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717921.txt,corpus/ibm10717921.txt,ibm10717921.txt,02ef242271d1004cc0fe455eb93a58df98e1b75dad41b5d6537f2eecbc56fbdc,b7968808034e08684f7fae6e197c771ffda00a3ce4927bb3a2049d4ed84d2f0d,1274,1257,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717929.txt,corpus/ibm10717929.txt,ibm10717929.txt,53a1f29115c1664342521171bce54f7fd3fb1c3d17309b2e51744bb71f89edc3,6074aaf97129c28d917703f98fe3c99fb021a83b457e2edad04b9318273dd0bc,3050,3020,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717939.txt,corpus/ibm10717939.txt,ibm10717939.txt,cfe35eefdd5eb0eee6fee9e50c3fae04b16572a03b91d334b8583c5d896f1154,057384cc286e39fb15fd79dbb87cb5082464271b165570b98c0e5d93a5d0a03c,2185,2172,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717945.txt,corpus/ibm10717945.txt,ibm10717945.txt,130e06715d32fafc7f1adfc757df905859952867bb76b7fb8030db08b5705f3b,9787e8c6c8e2ce06dd3fce37d809a965240c26e30eefe3f4d5281969c71e9b19,2456,2434,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717973.txt,corpus/ibm10717973.txt,ibm10717973.txt,1d0c6f4d305b797135a466aee0c75a069a5b98302b36d68ed0e9602f6b7326c5,be6594bacee5c2f933b2710889ac18a7fcd487e44ccbee618674fab988603206,1167,1158,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717975.txt,corpus/ibm10717975.txt,ibm10717975.txt,970815ddc127c7be19f22cf99abfb6aff10183ad42cf39cc16726e8f40d51104,8e622817add6c0257eb8e4c82b2ef2bd0beee11763338d479b87ca10ed547c4a,3682,3642,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717983.txt,corpus/ibm10717983.txt,ibm10717983.txt,d025b4bf3b4e23f35134e80ce0aded3391c2c551b31a6afafbcc175a85b14f61,2a674cca7c5688253ce8bd31c95d01471a0f12ad72686890b5a61031fe262b35,1475,1463,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717993.txt,corpus/ibm10717993.txt,ibm10717993.txt,97ec43ff95efe2b1feccce2ce43426fe6612c84958a0e6122b1eb0e3b1811a18,f99767075ab9003f78e7ab6a837d5dd8c424f14ab2a697521adb96bed77a1347,2402,2387,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10717997.txt,corpus/ibm10717997.txt,ibm10717997.txt,1da30ad560c9abd8f1c5b11fedd11d518e5862338a1f5cdac8007cc7b890788c,61686d254e37a0c82dd53475c6574e3e7ccbc3df4d88c351adca9b1b3d94f07f,4464,4424,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10718243.txt,corpus/ibm10718243.txt,ibm10718243.txt,346f47fca9a320e7655d9bc690b376343d668aa018d65083be399f7b6dc0aa25,4c215c42d50764f895fea067f558a02f4c3d414463c1177bc2dd8f0c0b93ab2e,2790,2775,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10718277.txt,corpus/ibm10718277.txt,ibm10718277.txt,cce061985f5620f111a4b80e59bee3c49d41aa4b75c2a2cb242436368a783786,2fbe1d8ac8b5d56edcbec70acb8567fc999563436430d3b021ffc214964f75b3,1465,1460,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10718297.txt,corpus/ibm10718297.txt,ibm10718297.txt,dcaccca69548e70fd39fb57518d10c448be5338cba0b8f79f3292ae97200dce1,3af8d20fb57870d673b6f348ec4c3a3ac380213464f1385bbcb95aad517637e6,4078,4056,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10718387.txt,corpus/ibm10718387.txt,ibm10718387.txt,33dd763e9350bc5119c8ffa024606e69f037c2abda10d377b3839b446f016446,354cdd50e86982028d6d584ee07bfb84ca670447ee1b9c59b6ea43cbb345ebb7,1535,1513,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10718419.txt,corpus/ibm10718419.txt,ibm10718419.txt,e4d64a195689d733769810f2d8e8017d50287b48185a08e1e7bfb07fe1af4e15,65c57e94597c9f87f3a2324436407f72ea3b5993907fe9086d2d06330d780456,4616,4589,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10718437.txt,corpus/ibm10718437.txt,ibm10718437.txt,120cf87789c4148687f339d79aec7af7d45f152fd79d8c519bb0ef18b00056be,636a71fb67a730345b0ef91363580de73f3e6beec1b2e0483b7db6a872fc3b63,5305,5283,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,c06aa287dcc1abf8db6b49b8495df095db73342d729f6451ac330785245d10be,techqa-doc:corpus/ibm10718619.txt,corpus/ibm10718619.txt,ibm10718619.txt,21278c975e7965bff3b1f744ad8d40cb112cda6f8bc6709c884694e59ea8c16c,31fb3cf0e836329df0c412afb03c6ad7e41e9c96751e0fdba3b22d5ab947b871,1564,1521,utf-8,strict-utf8-nfkc-whitespace-data-uri-v1,0,ok
